movie_id,title,year,rated,plot,imdb_rating,imdb_id
697,Feeling Minnesota,1996,1,An ex-convict and his bumbling crook brother fight for the same woman.,5.4,tt0116289
699,To Cross the Rubicon,1991,,"Two successful career women (Patricia Royce, Lorraine Devon) in their 30s have problems with men, and a mutual ex-lover (J.D. Souther) in common.",5.7,tt0103095
700,Angus,1995,3,"A miserable fat teenager secretly has a crush on the class beauty, ends up becoming the surprising participant to dance with her at a high school dance, meaning he's got to get his act together with the help of his best friend.",6.7,tt0112368
701,Daens,1992,,"In the 1890s, Father Adolf Daens goes to Aalst, a textile town where child labor is rife, pay and working conditions are horrible, the poor have no vote, and the Catholic church backs the petite bourgeoisie in oppressing workers. ...",7.5,tt0104046
702,Faces,1968,1,"A middle-aged man leaves his wife for another woman. Shortly after, his ex-wife also begins a relationship with a younger partner. The film follows their struggles to find love amongst each other.",7.4,tt0062952
703,Boys,1996,3,25 y.o. Patty is thrown off her horse and knocked out. Students from a boys' boarding school find her and smuggle her to John's room at the school as cops are looking for her at home.,4.9,tt0115742
704,The Quest,1996,4,"From Britt Allcroft, creator of Thomas &amp; Friends, comes Mumfie's Quest. Discover how Mumfie the special elephant first meets his friends Scarecrow, Pinkey, Whale and many more. Share the excitement as they hunt for Pinkey's mother...",8.1,tt3529404
705,Cosi,1996,1,Lewis is a young Sydney amateur theater director at his first experience: he is offered a job with a Governmental program for the rehabilitation of mentally ill patients in a Sydney institution for mentally ill. His project is ove...,6.6,tt0115951
706,Sunset Park,1996,1,"A white school teacher takes over a talented, but undisciplined black high school basketball team and turns them into a winning team.",5.9,tt0117784
707,Mulholland Falls,1996,1,"In 1950's Los Angeles, a special crime squad of the LAPD investigates the murder of a young woman.",6.3,tt0117107
708,The Truth About Cats & Dogs,1996,3,A successful veterinarian and radio show host with low self-esteem asks her model friend to impersonate her when a handsome man wants to see her.,6.3,tt0117979
709,Oliver & Company,1988,4,A lost and alone kitten joins a gang of dogs engaged in petty larceny in New York City.,6.6,tt0095776
710,Celtic Pride,1996,3,Two over-loyal Celtic fans kidnap their opponent's star player in order to guarantee their team the championship.,5.3,tt0115851
711,Flipper,1996,2,A teenage boy sent to spend the summer with his eccentric uncle on the Florida coast befriends a remarkable dolphin and takes on local bad guys who are polluting the water.,5.3,tt0116322
712,Captives,1994,1,"A beautiful young dentist (Ormond) working in a tough British prison starts to become attracted to a violent inmate (Roth) after the break-up of her marriage, and embarks upon an illicit affair with him, with terrible consequences...",6.3,tt0109374
713,Of Love and Shadows,1994,1,"Chile 1973 is ruled by the dictator Pinochet. The wealthy don't see the violence, terror, executions etc. including Irene. She's engaged to an officer in the fascist military. She meets Francisco who opens her eyes to truth and love.",4.9,tt0110712
714,Dead Man,1995,1,"On the run after murdering a man, accountant William Blake encounters a strange Native American man named Nobody who prepares him for his journey into the spiritual world.",7.5,tt0112817
715,"Horseman on the Roof, The (Hussard sur le toit, Le)",1995,1,"In a time of war and disease, a young officer gallantly tries to help a young woman find her husband.",7.0,tt0113362
716,Switchblade Sisters,1975,1,The leader of an inner-city girl gang is challenged when a new girl moves into the neighborhood.,6.5,tt0073778
717,Mouth to Mouth (Boca a boca),1995,1,For financial reasons an unemployed aspiring actor works for a phone-sex enterprise. One day he receives a call from the mysterious wife of one of his best clients.,6.4,tt0112546
718,"Visitors, The (Les Visiteurs)",1993,1,"A medieval knight and his servant ask a familiar wizard to move them back in time to prevent father-in-law's accidentally killing. Instead, they fly away to the 20th century.",7.0,tt0108500
719,Multiplicity,1996,3,A family man who never has enough time for the things he wants to do takes advantage of the opportunity to have himself cloned.,6.1,tt0117108
720,Wallace & Gromit: The Best of Aardman Animation,1996,,A collection of some of the most popular work featuring Wallace and Gromit.,8.6,tt0118114
722,The Haunted World of Edward D. Wood Jr.,1995,,How was it possible that a movie like Plan 9 from Outer Space (1957) could be made? This documentary about Edward D. Wood Jr.'s masterpiece gives the answer.,7.3,tt0113270
724,The Craft,1996,1,"A young girl new to a Catholic school befriends a coven of witches whom the other students either shun or fear. But when a powerful invocation goes wrong, the consequences could endanger their lives.",6.5,tt0115963
725,The Great White Hype,1996,1,"The boxing champ's promoter thinks change is needed. He finds the one man who's beaten his champ, a white man now in a rock band. Like Rocky, he trains heavily whereas the champ slacks.",5.5,tt0116448
726,Last Dance,1996,1,A lawyer assigned to the clemency case of a woman on death row finds himself forming a deep friendship with her while he tries to prevent her impending execution.,5.7,tt0116827
727,War Stories,1995,,"Seven New Zealand women speak about their lives during World War II: some lost husbands, some got married, some went into service themselves. The director lets the women tell their stories simply, alternating between them talking ...",7.7,tt0114894
728,Cold Comfort Farm,1995,2,"A recently orphaned young woman goes to live with eccentric relatives in Sussex, where she sets about improving their gloomy lives.",7.2,tt0112701
731,Heaven's Prisoners,1996,1,"A hardened New Orleans cop, Dave Robicheaux, finally tosses in the badge and settles into life on the bayou with his wife. But a bizarre plane crash draws him back into the fray when his family is viciously threatened.",5.8,tt0116508
732,Original Gangstas,1996,1,"When a gang shoots his father, Bookman (Fred Williamson) returns to his hometown, rounds up some of his own people and begins an all-out war to restore the neighborhood to its rightful sense of justice.",5.7,tt0117260
733,The Rock,1996,,,,tt0369249
734,Getting Away With Murder,1996,1,"A moral college ethics professor plans to kill his neighbor, a Nazi death camp commander.",4.7,tt0116405
735,Cemetery Man (Dellamorte Dellamore),1994,1,A cemetery man must kill the dead a second time when they become zombies.,7.0,tt0109592
736,Twister,1996,3,Two storm chasers on the brink of divorce must work together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.,6.6,tt0117998
737,Barb Wire,1996,1,"During the Second American Civil War in 2017, Barb Wire owns a nightclub called the Hammerhead. Things become complicated when her ex-lover Axel Hood, who is married to the fugitive Corrina Devonshire, re-enters her life.",3.5,tt0115624
739,Honigmond,1996,,,4.1,tt0116559
741,Ghost in the Shell (Kokaku kidotai),1995,,A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,7.9,tt0113568
742,Thinner,1996,1,An obese attorney is cursed by a gypsy to rapidly and uncontrollably lose weight.,5.8,tt0117894
743,Spy Hard,1996,3,"Dick Steele, Agent WD-40 is assigned by his Director, to stop the evil General Rancor from destroying the world. WD-40 believed Rancor was dead and he teams up with the hot KGB Agent Veronique Ukrinsky to find Rancor and save the ...",5.3,tt0117723
744,Brothers in Trouble,1995,,"Amir is an illegal Pakistani immigrant smuggled into England in the 1960's to work, to send money to his family and perhaps even bring them over with him. A skilled laborer, he is forced to do unskilled work like shoveling sheep d...",6.6,tt0112586
745,A Close Shave,1995,,Wallace's whirlwind romance with the owner of the local wool shop puts his head in a spin; Gromit is framed for sheep-rustling in a fiendish criminal plot.,8.1,tt0112691
746,Force of Evil,1948,,An unethical lawyer who wants to help his older brother becomes a partner with a client in the numbers racket.,7.2,tt0040366
747,The Stupids,1996,2,"An incredibly dull-witted family unknowingly stumble upon an illegal weapons deal while on the trail of their ""stolen"" garbage.",4.3,tt0117768
748,The Arrival,1996,3,"Zane, an astronomer, discovers intelligent alien life. But the aliens are keeping a deadly secret, and will do anything to stop Zane from learning it.",6.2,tt0115571
749,The Man from Down Under,1943,,A crusty old Sergeant of the Queen's Australian army in World War I befriends a small orphaned boy and his tiny sister on the night he is to go back to Australia. The Sergeant emotionally decides to take them with him. He raises t...,6.0,tt0031612
751,Careful,1992,,"The wary residents of a 19th century mountain village must tread carefully and speak softly lest they cause an avalanche. Sexual frenzies teem in this world of repression, setting off incestuous love triangles with deadly conseque...",7.0,tt0103926
752,Vermont Is For Lovers,1992,,,6.6,tt0105737
753,A Month by the Lake,1995,2,"At a Lake Como resort, Miss Bentley, an attractive older guest, meets a handsome, well-to-do bachelor. But when he's more interested in a beautiful young flirt, the mischievous Miss Bentley goes to outrageous lengths to reel in he...",6.2,tt0113849
754,Gold Diggers: The Secret of Bear Mountain,1995,2,"A city girl teams up with a tomboy to solve the mystery of Bear Mountain, Molly Morgan, and the buried treasure as well as learn about true friendships.",6.0,tt0113188
